,village_name,school,hospital,park,retail
3607,辜厝村委会,204,16,4,237
3608,陈厝巷村委会,199,15,4,239
3609,黄厝巷村委会,189,15,4,239
3610,上官路村委会,154,7,14,99
3611,赖厝村委会,164,13,5,217
3612,仙都三村委会,171,13,4,198
3613,塔下村委会,157,9,4,149
3614,上西林村委会,154,6,4,151
3615,下西林村委会,698,67,15,811
3616,内池村委会,81,3,3,68
3617,贾里村委会,206,18,2,286
3618,院前村委会,209,19,2,272
3619,岭头村委会,36,1,3,25
3620,水美村委会,202,17,4,266
3621,新联村委会,176,16,4,188
3622,仙安村委会,199,18,4,228
3623,龙吉美村委会,208,17,4,259
3624,和平村委会,196,17,2,272
3625,红旗村委会,197,17,2,279
3626,宏安一村委会,222,16,2,316
3627,金东村委会,222,17,2,325
3628,南方村委会,8,0,0,3
3629,金一村委会,71,2,2,57
3630,金二村委会,221,16,3,327
3631,金三村委会,207,16,3,294
3632,金四村委会,4,1,0,1
3633,东里村委会,203,13,10,247
3634,华桥村委会,213,17,5,319
3635,华美一村委会,249,20,6,341
3636,华美二村委会,228,17,3,320
3637,骊塘三村委会,166,16,6,151
3638,庄西陇村委会,171,15,2,194
3639,礼阳郑村委会,149,14,2,176
3640,诗阳村委会,168,17,2,214
3641,下张村委会,185,17,5,259
3642,沟边村委会,212,20,5,309
3643,黄厝尾村委会,18,2,0,6
3644,内畔村委会,18,2,0,6
3645,霞露村委会,18,2,0,6
3646,砚前村委会,202,14,10,240
3647,大干村委会,203,14,10,245
3648,亭厦村委会,189,13,10,214
3649,美乡村委会,495,41,13,623
3650,林厝村委会,211,17,9,255
3651,仙溪村委会,456,37,14,467
3652,乔林村委会,210,18,9,258
3653,官路村委会,371,26,8,431
3654,梅溪村委会,484,29,9,536
3655,厦吴村委会,229,22,9,297
3656,外文村委会,497,41,13,619
3657,凤岐村委会,251,19,8,303
3658,文里村委会,244,15,5,325
3659,刘陇村委会,202,9,8,233
3660,龙坑村委会,166,16,6,150
3661,庄陇村委会,108,6,1,89
3662,洲东村委会,34,2,1,32
3663,仙洲村委会,122,7,2,109
3664,樟厝洲村委会,516,44,14,620
3665,古板头村委会,257,25,13,210
3666,南门村委会,28,0,0,6
3667,东陇村委会,70,3,5,31
3668,田东村委会,36,0,1,31
3669,深洋村委会,95,7,2,177
3670,官田村委会,102,8,2,181
3671,横山村委会,125,8,1,194
3672,东明村委会,122,8,1,193
3673,东星村委会,116,8,2,180
3674,大坑村委会,143,4,7,158
3675,仙马村委会,192,10,11,280
3676,坑仔村委会,139,14,4,196
3677,山前村委会,131,3,8,133
3678,西美村委会,139,6,6,134
3679,玉窖村委会,1134,80,37,1016
3680,新乡村委会,117,8,2,144
3681,新厝村委会,136,9,14,87
3682,湄洲村委会,203,14,7,244
3683,后望村委会,88,2,5,77
3684,新桥村委会,66,2,2,71
3685,河陇村委会,153,5,8,189
3686,草尾村委会,153,5,8,189
3687,市上村委会,170,10,9,261
3688,肖渡村委会,60,4,6,42
3689,凤壶村委会,177,6,8,237
3690,渡头村委会,80,9,4,68
3691,横陇村委会,69,6,4,49
3692,前沟村委会,70,6,4,46
3693,前埔村委会,192,10,11,278
3694,下北村委会,61,3,3,28
3695,后溪村委会,60,2,3,24
3696,前美村委会,491,35,11,541
3697,渡亭村委会,464,30,10,470
3698,蔡寮村委会,307,14,9,352
3699,下村村委会,444,28,8,453
3700,沟内村委会,424,27,8,441
3701,陈厝洲村委会,363,19,8,397
3702,建阳村委会,277,9,12,327
3703,许厝村委会,231,10,9,294
3704,槐泽村委会,234,10,9,290
3705,槐东村委会,334,14,12,381
3706,立德村委会,382,21,11,416
3707,槐南村委会,118,8,3,118
3708,程洋岗村委会,99,6,5,78
3709,窖西村委会,392,28,10,489
3710,南湾村委会,337,25,9,415
3711,北湾村委会,424,32,10,504
3712,东湾村委会,258,24,9,377
3713,海后村委会,166,8,6,211
3714,永新村委会,120,8,9,130
3715,涂城村委会,152,8,1,180
3716,竹林村委会,154,8,2,177
3717,兰苑村委会,137,8,5,151
3718,上巷村委会,118,6,11,107
3719,南徽村委会,180,10,8,225
3720,盛洲村委会,108,8,14,80
3721,埭头村委会,102,8,13,81
3722,上岱美村委会,100,8,12,85
3723,下岱美村委会,94,6,5,49
3724,河美村委会,99,6,6,56
3725,东和村委会,104,7,11,60
3726,观一村委会,109,7,11,59
3727,塘西村委会,106,7,11,59
3728,月窟村委会,117,8,12,62
3729,南畔洲村委会,112,8,13,63
3730,明德村委会,504,46,10,555
3731,南社村委会,46,4,4,29
3732,鸿三村委会,576,92,14,468
3733,八里村委会,584,153,13,380
3734,塔西社区居民委员会,27,7,2,44
3735,新村社区居委会,240,45,8,235
3736,东门社区居委会,303,74,6,237
3737,城北社区居委会,33,4,0,29
3738,河东村委会,47,8,0,54
3739,郑庄村委会,252,48,10,246
3740,王圩村委会,8,4,1,9
3741,山前村委会,42,7,0,38
3742,任庄村委会,15,4,1,17
3743,伊东村委会,18,4,2,21
3744,田王村委会,22,5,1,30
3745,佟二堡村民委员会,3,0,0,0
3746,汉塘村委会,28,8,0,36
3747,焦庄村委会,14,8,0,35
3748,郭楼村委会,19,5,0,24
3749,刘瑞宇村委会,156,21,0,93
3750,郑桥村委会,32,12,1,46
3751,沙土社区居委会,155,21,0,95
3752,曹屯村委会,30,6,0,53
3753,东王楼村委会,24,14,0,29
3754,许店村委会,143,21,7,65
3755,卞庄村委会,27,14,0,34
3756,大刘庄村委会,17,5,0,23
3757,林庄村委会,44,5,0,34
3758,后王庄村委会,44,5,0,34
3759,西郭村委会,20,7,0,17
3760,万家村委会,144,21,7,62
3761,宋楼村委会,4,2,0,2
3762,王庄村委会,21,5,0,37
3763,马堂村委会,37,6,1,36
3764,郭庄村委会,206,39,1,129
3765,连庄村委会,31,6,0,42
3766,宝珠口村委会,12,5,0,9
3767,圈头村委会,25,2,0,19
3768,周庄村委会,16,3,0,13
3769,大石庄村委会,155,21,0,92
3770,汲尧村委会,46,15,1,52
3771,鲁谢庄村委会,21,7,0,12
3772,刘辛庄村委会,19,2,0,8
3773,新村村委会,8,1,0,10
3774,后王花园村委会,17,8,0,22
3775,李村集村委会,22,6,0,38
3776,刘李村村委会,156,21,0,97
3777,马厂村委会,155,21,0,95
3778,万乾村委会,30,4,0,37
3779,司庄村委会,30,4,0,38
3780,纸坊村委会,144,21,7,67
3781,许海村委会,22,3,0,28
3782,刘三门村委会,22,6,0,31
3783,徐庄村委会,20,5,0,37
3784,田海村委会,8,3,0,4
3785,东赵寨村委会,20,7,0,16
3786,宋庄村委会,19,6,0,26
3787,东马垓村委会,26,5,1,35
3788,毛庄村委会,493,92,6,331
3789,丰乐里村民委员会,181,18,12,100
3790,尹屯村委会,8,0,0,10
3791,新北峰村委会,13,1,0,9
3792,东樊屯村委会,280,43,16,254
3793,渔岙村委会,62,11,2,72
3794,樟岙村委会,138,24,3,163
3795,筠岗村委会,11,9,3,20
3796,中山村委会,155,23,9,179
3797,吴家村委会,149,23,7,172
3798,前排村委会,49,12,1,89
3799,河西村委会,16,5,0,45
3800,西轩湖甸村委会,291,57,9,234
3801,和平村委会,68,23,3,97
3802,新风村委会,50,11,1,95
3803,大冯庄村委会,178,21,11,180
3804,张村居委会,84,11,6,100
3805,后双岛村委会,21,10,3,24
3806,孙家滩村委会,31,13,3,57
3807,北江疃村委会,37,3,1,59
3808,团结村民委员会,868,82,32,546
3809,上埠村委会,823,77,31,530
3810,中埠村委会,707,60,24,420
3811,下埠村委会,129,48,13,107
3812,薛前村委会,859,81,33,522
3813,薛后村委会,791,83,31,501
3814,周田社区,1348,135,193,961
3815,星火社区,801,86,37,497
3816,华表社区,870,89,37,487
3817,上村社区,860,88,35,507
3818,中村社区,66,13,4,52
3819,下村村委会,760,69,31,480
3820,前埠村委会,4,3,0,3
3821,寨下村委会,515,33,15,326
3822,孙桥社区,512,36,15,364
3823,横河村委会,297,29,8,262
3824,宋家埭村委会,116,22,4,245
3825,林光社区,108,25,5,237
3826,仙降村委会,106,25,5,241
3827,新安村委会,11,2,1,4
3828,下社村委会,101,25,7,236
3829,台头村委会,157,19,6,273
3830,翁垟村委会,183,52,18,188
3831,金光村委会,398,63,42,360
3832,垟头村委会,86,23,6,202
3833,塘里村委会,83,23,5,99
3834,四甲村委会,95,33,16,123
3835,前林村委会,103,36,17,124
3836,后林村委会,22,7,0,10
3837,下林村委会,53,18,5,73
3838,阁三村委会,51,13,2,92
3839,塘头村委会,96,24,7,136
3840,沙园村委会,92,25,6,138
3841,大池头村委会,273,50,15,140
3842,林北村委会,281,28,10,258
3843,白象村委会,593,43,21,398
3844,中洲村委会,358,31,14,341
3845,繁荣村委会,156,20,4,238
3846,周村村委会,8,1,1,2
3847,十八江村委会,462,77,50,408
3848,邵宅社区,419,64,49,418
3849,赵宅社区,413,62,47,394
3850,陈宅社区,428,63,48,390
3851,塘西社区,438,63,49,427
3852,韩田社区,459,70,52,448
3853,新坊社区,457,78,50,416
3854,官渎社区,10,2,1,6
3855,上金村委会,517,92,53,462
